ID,Query,Subject,FreebasePredicate,PredicateList,tagme,tagme_rho,spot0.3,spot0.4,spot0.5,spot0.6
16457,What is a work written by warren leight,http://dbpedia.org/resource/Warren_Leight,book_from_author,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Warren_Leight,0.5672244429588318,http://dbpedia.org/resource/Warren_Leight,http://dbpedia.org/resource/Warren_Leight,http://dbpedia.org/resource/Warren_Leight,http://dbpedia.org/resource/Warren_Leight
16500,who published chuck rock ii: son of chuck,http://dbpedia.org/resource/Chuck_Rock_II:_Son_of_Chuck,publisher,"[{'Predicate': 'http://dbpedia.org/ontology/publisher', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Chuck_Rock_II:_Son_of_Chuck,0.5,http://dbpedia.org/resource/Chuck_steak,http://dbpedia.org/resource/Chuck_steak,http://dbpedia.org/resource/Chuck_steak,http://dbpedia.org/resource/Chuck_steak
16596,what book is written by susan choi?,http://dbpedia.org/resource/Susan_Choi,book_from_author,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Susan_Choi,0.5,http://dbpedia.org/resource/Susan_Choi,http://dbpedia.org/resource/Susan_Choi,http://dbpedia.org/resource/Susan_Choi,http://dbpedia.org/resource/Susan_Choi
16755,what kind of book is assassins,http://dbpedia.org/resource/Assassins_(LaHaye_novel),genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Assassins_(musical),0.20311668515205383,,,,
16812,"who wrote the book about moomin, mymble and little my?","http://dbpedia.org/resource/The_Book_about_Moomin,_Mymble_and_Little_My",author_of_book,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'forward', 'Constraint': None}]","http://dbpedia.org/resource/The_Book_about_Moomin,_Mymble_and_Little_My",0.5,http://dbpedia.org/resource/Moomins,http://dbpedia.org/resource/Moomins,http://dbpedia.org/resource/Moomins,http://dbpedia.org/resource/Moomins
16845,who wrote the novel eleven minutes,http://dbpedia.org/resource/Eleven_Minutes,author_of_book,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Novel,0.1414273977279663,,,,
16935,Name a work written by edgar allan poe,http://dbpedia.org/resource/Edgar_Allan_Poe,book_from_author,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Edgar_Allan_Poe,0.6382396817207336,http://dbpedia.org/resource/Edgar_Allan_Poe,http://dbpedia.org/resource/Edgar_Allan_Poe,http://dbpedia.org/resource/Edgar_Allan_Poe,http://dbpedia.org/resource/Edgar_Allan_Poe
16966,Name a novel.,http://dbpedia.org/resource/Novel,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Novel,0.11303260922431946,,,,
16979,who was the author of the crown of dalemark,http://dbpedia.org/resource/The_Crown_of_Dalemark,author_of_book,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/The_Crown_of_Dalemark,0.5,,,,
16989,Name a work written by ray bradbury,http://dbpedia.org/resource/Ray_Bradbury,book_from_author,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}, {'Predicate': 'http://dbpedia.org/ontology/notableWork', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Ray_Bradbury,0.5735412240028381,http://dbpedia.org/resource/Ray_Bradbury,http://dbpedia.org/resource/Ray_Bradbury,http://dbpedia.org/resource/Ray_Bradbury,http://dbpedia.org/resource/Ray_Bradbury
17089,What country is the film sedin dujone from?,http://dbpedia.org/resource/Sedin_Dujone,country,"[{'Predicate': 'http://dbpedia.org/ontology/country', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/What_a_Country!,0.5223429799079895,,,,
17129,what business published the cloudy with a chance of meatballs game,http://dbpedia.org/resource/Cloudy_with_a_Chance_of_Meatballs_(video_game),publisher,"[{'Predicate': 'http://dbpedia.org/ontology/publisher', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Cloudy_with_a_Chance_of_Meatballs_(video_game),0.5588797926902771,,,,
17149,which book is in the genre autobiography,http://dbpedia.org/resource/Autobiography,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Genre,0.2824784517288208,http://dbpedia.org/resource/Autobiography,http://dbpedia.org/resource/Autobiography,http://dbpedia.org/resource/Autobiography,http://dbpedia.org/resource/Autobiography
17191,what genre is tam lin?,http://dbpedia.org/resource/Tam_Lin_(novel),genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Tam-Lin_(film),0.5078917741775513,http://dbpedia.org/resource/Tam_Lin,http://dbpedia.org/resource/Tam_Lin,http://dbpedia.org/resource/Tam_Lin,http://dbpedia.org/resource/Tam_Lin
17209,who is the author of the dead of the night,http://dbpedia.org/resource/The_Dead_of_the_Night,author_of_book,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/The_Dead_of_the_Night,0.095238097012043,,,,
17213,what is a mystery book written by Lawrence Block,http://dbpedia.org/resource/Mystery_fiction,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}]",http://dbpedia.org/resource/Lawrence_Block,0.5910781025886536,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Mystery_fiction
17286,what is the strange case of mr pelham book about,http://dbpedia.org/resource/The_Strange_Case_of_Mr_Pelham,genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/The_Strange_Case_of_Mr_Pelham,0.5,http://dbpedia.org/resource/Pelham_bit,http://dbpedia.org/resource/Pelham_bit,http://dbpedia.org/resource/Pelham_bit,http://dbpedia.org/resource/Pelham_bit
17462,What would be labeled speculative fiction,http://dbpedia.org/resource/Speculative_fiction,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}]",http://dbpedia.org/resource/Speculative_fiction,0.2611163556575775,http://dbpedia.org/resource/Speculative_fiction,http://dbpedia.org/resource/Speculative_fiction,http://dbpedia.org/resource/Speculative_fiction,http://dbpedia.org/resource/Speculative_fiction
17499,What country filmed i dream of murder,http://dbpedia.org/resource/I_Dream_of_Murder,country,"[{'Predicate': 'http://dbpedia.org/ontology/country', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/I_Dream_of_Murder,0.5,http://dbpedia.org/resource/Murder,http://dbpedia.org/resource/Murder,http://dbpedia.org/resource/Murder,http://dbpedia.org/resource/Murder
17503,"What country was the film ""Yiddle With His Fiddle"" filmed in?",http://dbpedia.org/resource/Yiddle_with_His_Fiddle,country,"[{'Predicate': 'http://dbpedia.org/ontology/country', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Yiddle_with_His_Fiddle,0.5500034093856812,http://dbpedia.org/resource/Yiddle_with_Her_Fiddle,http://dbpedia.org/resource/Yiddle_with_Her_Fiddle,http://dbpedia.org/resource/Yiddle_with_Her_Fiddle,http://dbpedia.org/resource/Yiddle_with_Her_Fiddle
17542,what genre is the demon spirit classified as,http://dbpedia.org/resource/The_Demon_Spirit,genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/The_Demon_Spirit,0.25,http://dbpedia.org/resource/Demon,http://dbpedia.org/resource/Demon,http://dbpedia.org/resource/Demon,http://dbpedia.org/resource/Demon
17643,who wrote the book treasure island,http://dbpedia.org/resource/Treasure_Island,author_of_book,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Treasure_Island,0.5022804737091064,http://dbpedia.org/resource/Treasure_Island,http://dbpedia.org/resource/Treasure_Island,http://dbpedia.org/resource/Treasure_Island,http://dbpedia.org/resource/Treasure_Island
17662,who is the writer of the last day of a condemned man,http://dbpedia.org/resource/The_Last_Day_of_a_Condemned_Man,author_of_book,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/The_Last_Day_of_a_Condemned_Man,0.5,,,,
17665,What type of book is the mystery of the yellow room?,http://dbpedia.org/resource/The_Mystery_of_the_Yellow_Room,genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/The_Mystery_of_the_Yellow_Room,0.5,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Mystery_fiction
17676,What country was casi casi made in?,http://dbpedia.org/resource/Casi_Casi,country,"[{'Predicate': 'http://dbpedia.org/ontology/country', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/What_a_Country!,0.4545454680919647,,,,
18053,name some steampunk books,http://dbpedia.org/resource/Steampunk,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}]",http://dbpedia.org/resource/Steampunk,0.5898591876029968,http://dbpedia.org/resource/Steampunk,http://dbpedia.org/resource/Steampunk,http://dbpedia.org/resource/Steampunk,http://dbpedia.org/resource/Steampunk
18063,what country was in the mirror of maya deren released in,http://dbpedia.org/resource/In_the_Mirror_of_Maya_Deren,country,"[{'Predicate': 'http://dbpedia.org/ontology/country', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/In_the_Mirror_of_Maya_Deren,0.5,http://dbpedia.org/resource/Mirror,http://dbpedia.org/resource/Mirror,http://dbpedia.org/resource/Mirror,http://dbpedia.org/resource/Mirror
18068,What's a work by philip roth,http://dbpedia.org/resource/Philip_Roth,book_from_author,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Philip_Roth,0.5,http://dbpedia.org/resource/Philip_Roth,http://dbpedia.org/resource/Philip_Roth,http://dbpedia.org/resource/Philip_Roth,http://dbpedia.org/resource/Philip_Roth
18093,what is the genre of the phoenix,http://dbpedia.org/resource/The_Phoenix_(novel),genre,"[{'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Phoenix_(mythology),0.28238633275032043,http://dbpedia.org/resource/Fenghuang,http://dbpedia.org/resource/Fenghuang,http://dbpedia.org/resource/Fenghuang,http://dbpedia.org/resource/Fenghuang
18140,what kind of book is night,http://dbpedia.org/resource/Night_(book),genre,"[{'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Book,0.07354859262704849,,,,
18150,what company produces penn & teller's smoke and mirrors,http://dbpedia.org/resource/Penn_&_Teller's_Smoke_and_Mirrors,publisher,"[{'Predicate': 'http://dbpedia.org/ontology/publisher', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Pennsylvania,0.08307359367609024,http://dbpedia.org/resource/Penn_&_Teller,http://dbpedia.org/resource/Penn_&_Teller,http://dbpedia.org/resource/Penn_&_Teller,http://dbpedia.org/resource/Penn_&_Teller
18152,Which country did the film mutharamkunnu p.o. come from,http://dbpedia.org/resource/Mutharamkunnu_P.O.,country,"[{'Predicate': 'http://dbpedia.org/ontology/country', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Mutharamkunnu_P.O.,0.5518189072608948,,,,
18177,what is a book in the science fiction genre?,http://dbpedia.org/resource/Science_fiction,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}]",http://dbpedia.org/resource/Science_fiction,0.4405222535133362,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Science_fiction
18185,what kind of book is tatja grimm's world,http://dbpedia.org/resource/Tatja_Grimm's_World,genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Tatja_Grimm's_World,0.5,http://dbpedia.org/resource/Brothers_Grimm,http://dbpedia.org/resource/Brothers_Grimm,http://dbpedia.org/resource/Brothers_Grimm,http://dbpedia.org/resource/Brothers_Grimm
18255,WHich company published pax imperia: eminent domain,http://dbpedia.org/resource/Pax_Imperia:_Eminent_Domain,publisher,"[{'Predicate': 'http://dbpedia.org/ontology/publisher', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Pax_Imperia:_Eminent_Domain,0.5839868187904358,http://dbpedia.org/resource/Eminent_domain,http://dbpedia.org/resource/Eminent_domain,http://dbpedia.org/resource/Eminent_domain,http://dbpedia.org/resource/Eminent_domain
18340,what types of book is the problem of the covered bridge,http://dbpedia.org/resource/The_Problem_of_the_Covered_Bridge,genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/The_Problem_of_the_Covered_Bridge,0.5,http://dbpedia.org/resource/Covered_bridge,http://dbpedia.org/resource/Covered_bridge,http://dbpedia.org/resource/Covered_bridge,http://dbpedia.org/resource/Covered_bridge
18396,What is a work written by author agatha christie?,http://dbpedia.org/resource/Agatha_Christie,book_from_author,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}, {'Predicate': 'http://dbpedia.org/ontology/notableWork', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Agatha_Christie,0.5764443874359131,http://dbpedia.org/resource/Agatha_Christie,http://dbpedia.org/resource/Agatha_Christie,http://dbpedia.org/resource/Agatha_Christie,http://dbpedia.org/resource/Agatha_Christie
18398,what country is lassie from,http://dbpedia.org/resource/Lassie_(2005_film),country,"[{'Predicate': 'http://dbpedia.org/ontology/country', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/What_a_Country!,0.4545454680919647,http://dbpedia.org/resource/Lassie,http://dbpedia.org/resource/Lassie,http://dbpedia.org/resource/Lassie,http://dbpedia.org/resource/Lassie
18525,What is the genre of the book stormblade,http://dbpedia.org/resource/Stormblade_(novel),genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Stormblade_(novel),0.5,,,,
18554,what is a book in the genre biography,http://dbpedia.org/resource/Biography,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Genre,0.28533878922462463,,,,
18562,What is the name of a speculative fiction book?,http://dbpedia.org/resource/Speculative_fiction,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}]",http://dbpedia.org/resource/Speculative_fiction,0.364932656288147,http://dbpedia.org/resource/Speculative_fiction,http://dbpedia.org/resource/Speculative_fiction,http://dbpedia.org/resource/Speculative_fiction,http://dbpedia.org/resource/Speculative_fiction
18692,What country is the movie dil chahta hai from,http://dbpedia.org/resource/Dil_Chahta_Hai,country,"[{'Predicate': 'http://dbpedia.org/ontology/country', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Dil_Chahta_Hai,0.5632895827293396,http://dbpedia.org/resource/Dil_Chahta_Hai,http://dbpedia.org/resource/Dil_Chahta_Hai,http://dbpedia.org/resource/Dil_Chahta_Hai,http://dbpedia.org/resource/Dil_Chahta_Hai
18785,What is a fiction novel written by a Filipino author,http://dbpedia.org/resource/Fiction,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Filipinos,0.28893226385116577,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Fiction
18809,What country filmed redemption maddie,http://dbpedia.org/resource/Redemption_Maddie,country,"[{'Predicate': 'http://dbpedia.org/ontology/country', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Redemption_Maddie,0.5,,,,
18831,what book genre is one step behind?,http://dbpedia.org/resource/One_Step_Behind_(novel),genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Genre,0.1751367747783661,,,,
18928,what books have robin moore written?,http://dbpedia.org/resource/Robin_Moore,book_from_author,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Robin_Moore,0.6816874146461487,http://dbpedia.org/resource/Robin_Moore,http://dbpedia.org/resource/Robin_Moore,http://dbpedia.org/resource/Robin_Moore,http://dbpedia.org/resource/Robin_Moore
18933,what book is a fantasy genre?,http://dbpedia.org/resource/Fantasy,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Fantasy,0.3400120139122009,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Fantasy
18948,what author penned the book dumbing us down,http://dbpedia.org/resource/Dumbing_Us_Down,author_of_book,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Dumbing_Us_Down,0.3888888955116272,,,,
18951,Name a fiction literary book.,http://dbpedia.org/resource/Fiction,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Fiction,0.23878264427185059,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Fiction
18999,Where is the movie el greco from,http://dbpedia.org/resource/El_Greco_(2007_film),country,"[{'Predicate': 'http://dbpedia.org/ontology/country', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/El_Greco,0.5185307264328003,http://dbpedia.org/resource/El_Greco,http://dbpedia.org/resource/El_Greco,http://dbpedia.org/resource/El_Greco,http://dbpedia.org/resource/El_Greco
19015,what is an example of a fantasy book,http://dbpedia.org/resource/Fantasy,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Fantasy,0.19992291927337646,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Fantasy
19021,"who wrote \\""master harold\\""...and the boys?",http://dbpedia.org/resource/%22Master_Harold%22...and_the_Boys,author_of_book,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/&quot;Master_Harold&quot;...and_the_Boys,0.5,,,,
19056,Which speculative fiction novel is commonly taught in schools?,http://dbpedia.org/resource/Speculative_fiction,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}]",http://dbpedia.org/resource/Speculative_fiction,0.347956120967865,http://dbpedia.org/resource/Speculative_fiction,http://dbpedia.org/resource/Speculative_fiction,http://dbpedia.org/resource/Speculative_fiction,http://dbpedia.org/resource/Speculative_fiction
19057,is eleven on top a fiction or non-fiction book,http://dbpedia.org/resource/Eleven_on_Top,genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Eleven_on_Top,0.5,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Fiction
19060,who wrote aliens ate my homework,http://dbpedia.org/resource/Aliens_Ate_My_Homework,author_of_book,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Aliens_Ate_My_Homework,0.5,,,,
19069,What genre of book is american beauty,http://dbpedia.org/resource/American_Beauty_(Dean_novel),genre,"[{'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/American_Beauty_(1999_film),0.4763891100883484,http://dbpedia.org/resource/American_Beauty_(1999_film),http://dbpedia.org/resource/American_Beauty_(1999_film),http://dbpedia.org/resource/American_Beauty_(1999_film),http://dbpedia.org/resource/American_Beauty_(1999_film)
19078,what is a memoir book?,http://dbpedia.org/resource/Memoir,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Memoir,0.22798657417297363,http://dbpedia.org/resource/Memoir,http://dbpedia.org/resource/Memoir,http://dbpedia.org/resource/Memoir,http://dbpedia.org/resource/Memoir
19138,who published b-17 flying fortress: the mighty 8th?,http://dbpedia.org/resource/B-17_Flying_Fortress:_The_Mighty_8th,publisher,"[{'Predicate': 'http://dbpedia.org/ontology/publisher', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/B-17_Flying_Fortress:_The_Mighty_8th,0.5909298062324524,http://dbpedia.org/resource/Fortification,http://dbpedia.org/resource/Fortification,http://dbpedia.org/resource/Fortification,http://dbpedia.org/resource/Fortification
19164,what book genre is neverness?,http://dbpedia.org/resource/Neverness,genre,"[{'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Neverness,0.5,http://dbpedia.org/resource/Neverness,http://dbpedia.org/resource/Neverness,http://dbpedia.org/resource/Neverness,http://dbpedia.org/resource/Neverness
19183,What company published the game aleste 2,http://dbpedia.org/resource/Aleste_2,publisher,"[{'Predicate': 'http://dbpedia.org/ontology/publisher', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Aleste_2,0.5603654384613037,,,,
19208,what kind of book is a scanner darkly,http://dbpedia.org/resource/A_Scanner_Darkly,genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/A_Scanner_Darkly_(film),0.5,,,,
19213,What book genre does black & blue belong to?,http://dbpedia.org/resource/Black_&_Blue_(Rankin_novel),genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Genre,0.22598078846931458,http://dbpedia.org/resource/Black_&_Blue_Records,http://dbpedia.org/resource/Black_&_Blue_Records,http://dbpedia.org/resource/Black_&_Blue_Records,http://dbpedia.org/resource/Black_&_Blue_Records
19459,What would be an autobiography,http://dbpedia.org/resource/Autobiography,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Autobiography,0.03893720358610153,http://dbpedia.org/resource/Autobiography,http://dbpedia.org/resource/Autobiography,http://dbpedia.org/resource/Autobiography,http://dbpedia.org/resource/Autobiography
19485,what company published dark sun: wake of the ravager?,http://dbpedia.org/resource/Dark_Sun:_Wake_of_the_Ravager,publisher,"[{'Predicate': 'http://dbpedia.org/ontology/publisher', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Dark_Sun:_Wake_of_the_Ravager,0.5682402849197388,http://dbpedia.org/resource/Dark_Sun,http://dbpedia.org/resource/Dark_Sun,http://dbpedia.org/resource/Dark_Sun,http://dbpedia.org/resource/Dark_Sun
19577,What is the biography written by  Peggy Noona?,http://dbpedia.org/resource/Biography,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Peggy_(1916_film),0.008805789984762669,http://dbpedia.org/resource/Peggy_Mitchell,http://dbpedia.org/resource/Peggy_Mitchell,http://dbpedia.org/resource/Peggy_Mitchell,http://dbpedia.org/resource/Peggy_Mitchell
